artist,song,duration (seconds),loudness,beats-per-minute,end-of-fade-in (sec),start_of_fade_out (sec),familiarity,buzz,terms
Sleepy John Estes,Lawyer Clark Blues,190.27546,-19.297,85.193,0.357,185.585,0.519000072,0.35303574,country blues
Nickelback,If Today Was Your Last Day (Album Version),248.05832,-4.157,89.958,0.096,233.941,0.847451713,0.779968005,alternative metal
Paul Taylor,Enchanted Garden,275.46077,-4.247,66.407,3.564,260.928,0.664690939,0.429261029,smooth jazz
Kathy Troccoli,You've Got A Friend,282.20036,-14.014,88.55,0.306,270.988,0.533659594,0.365822369,ccm
Josh White,Jesus Is Gonna Make Up My Dying Bed,180.97587,-20.847,90.031,0.31,175.282,0.490586402,0.351022621,delta blues
Gene Autry,Half As Much,148.1922,-17.065,142.858,0.276,137.218,0.583646435,0.41458957,classic country
Britney Spears,Oops!...I Did It Again,211.01669,-5.205,95.066,0.282,207.865,0.947327507,0.60725728,dance pop
R.E.M.,Final Straw (Album Version),246.17751,-7.534,107.55,0,237.633,0.730669502,0.623835201,jangle pop
GAPsta Ekman / Tage Danielsson,Har vi rAY=d att i dagens lA$?ge ha kvar vAY=ra vA$?nner i socialgrupp 3?,220.78649,-21.491,79.416,3.413,215.615,0.280324295,0.159953352,vaudeville
Spunk,Marbles,139.2322,-14.107,118.721,0,130.873,0.443824814,0.349076306,free improvisation
The Avengers,LeskiA$?idin tyttA$?ret,121.96526,-11.013,185.255,4.917,117.853,0.574973901,0.42251494,rock
Gaither Vocal Band,Knowing You'll Be There,276.74077,-9.889,85.103,0.264,264.516,0.629186017,0.361483733,ccm
Bad Company,Rock Steady,249.83465,-7.844,97.701,0,249.835,0.696816892,0.482100019,blues-rock
Kathy Troccoli,Turn Your Eyes Upon Jesus,194.0371,-20.729,92.204,0,185.771,0.533659594,0.365822369,ccm
Ann Hampton Callaway,For All We Know,304.71791,-16.657,206.978,0.112,291.201,0.506773969,0.379761784,vocal jazz
Mariachi Silvestre Vargas,Cielito lindo,186.09587,-12.881,88.457,0.566,179.09,0.292268267,0.249111798,mariachi
Bill Engvall,Game Night (Album Version),170.52689,-9.606,94.501,0,166.864,0.584266182,0.451570771,comedy
Nightfall,So(u)l Invictus,190.87628,-4.67,105.061,0.107,187.06,0.543061143,0.353364767,doom metal
Bill Cosby,Fat Albert's Car,498.33751,-17.315,70.535,0.466,488.391,0.585735488,0.383845367,comedy
Tony Joe White,Yo Yo Man (Garter Belt),332.32934,-11.512,127.102,0.304,327.564,0.624723768,0.403509673,country rock
Screaming Lord Sutch,Murder In The Graveyard,184.05832,-11.588,144.104,1.066,178.863,0.525227336,0.338129864,psychobilly
Owl City,On The Wing,301.16526,-6.445,115.02,0.102,288.641,0.7957297,0.69352472,synthpop
Michael Salgado,Un Gran Vacio,174.602,-7.938,155.126,0,163.532,0.603575983,0.31802462,tejano
Keb' Mo',The Door,236.48608,-11,104.204,0,221.768,0.632130913,0.472281211,blues
Telecast,Remember (The Beauty Of Simplicity Album Version),224.96608,-6.083,96.005,0.313,218.378,0.569245396,0.427795699,modern rock
Cedric Gervais feat. Second Sun,Pills (Dub) (Dub),392.9073,-7.501,124.063,0.142,387.094,0.631630608,0.373621212,progressive house
Youves,On Probation,235.20608,-7.012,142.001,0,227.915,0.520530444,0.274816276,dance-punk
Dionne Warwick,Let It Be Me,226.58567,-18.063,87.447,0.264,218.639,0.647933622,0.480575193,brill building pop
AFI,Darling_ I Want To Destroy You,223.29424,-4.346,157.944,0.31,211.418,0.909247284,0.554938523,post-hardcore
Oak Ridge Boys,Unworthy of His Love,116.21832,-19.365,90.726,0,106.022,0.546361173,0.402835787,classic country
Belphegor,Armageddon's Raid,308.76689,-2.027,116.897,1.077,303.015,0.683525065,0.473083192,black metal
Les Ogres De Barback,De rien,189.85751,-10.82,99.839,0,176.042,0.652367864,0.437964733,chanson
Julio Iglesias Jr.,Me quedo sin ti,244.50567,-4.824,100.518,4.516,234.313,0.467531442,0.298743065,j pop
Orquesta Aragon,Lo Decidio,160.54812,-9.807,116.683,0.189,154.749,0.508731241,0.332930951,charanga
Dallas Holm,Here We Are,270.00118,-15.784,167.461,2.154,261.666,0.445456861,0.287667941,ccm
Mighty Mighty Bosstones,Guns And The Young,142.73261,-7.982,143.257,0.293,134.438,0.699262056,0.47594129,ska punk
Jacques Douai,Bonjour,42.4224,-18.497,120.56,0.306,42.422,0.313851152,0.14519083,chanson
STEVE CAMP,Judgement Begins With The House Of God,223.4771,-17.916,110.061,0.416,211.981,0.527078764,0.314428181,ccm
Russ Taff,Jesus Loves Me (Now More Than Ever),158.71955,-9.412,146.622,0.166,149.043,0.482615302,0.362116006,ccm
Cornel Campbell,Somebody Has Stolen My Girl,178.59873,-15.431,80.862,0.698,166.284,0.587023739,0.383229026,roots reggae
Brazilian Tropical Orchestra,Ho Capito Che Ti Amo,126.22322,-15.541,89.737,0.282,118.567,0.378013152,0.339408486,bossa nova
Tina Ann,I Do (Chris The Greek Remix),237.53098,-5.447,134.017,0,230.156,0.524834599,0.380004667,progressive house
Brooke White,Hold Up My Heart,233.79546,-8.023,89.665,0.481,218.424,0.698771966,0.440670097,pop rock
Arthur Tracy,A Sailboat In The Moonlight,173.89669,-19.404,58.69,2.194,167.178,0.274432948,0.26622954,vaudeville
Alex Ubago,Ciudad desierta,186.09587,-5.274,135.016,0.218,174.585,0.581475219,0.292662773,latin pop
themselves,Directions to my special place,274.1024,-13.275,95.779,0,264.423,0.628274449,0.428834536,experimental pop
The Ocean,Eoarchaean,285.90975,-4.348,140.174,0.125,285.91,0.636418948,0.465499679,sludge metal
Miguel Migs,Mesmerized,342.59546,-4.594,125.005,4.04,342.595,0.658349215,0.396963184,progressive house
The Jeff Healey Band,See The Light,267.33669,-4.732,111.865,0,260.197,0.716854352,0.414236248,blues-rock
Bravehearts featuring Nas and Jully Black,Situations,221.04771,-7.602,92.962,0,209.874,0.505163005,0.371960267,hip hop
Willie Barcena,Love & Romance,163.76118,-17.813,72.188,2.99,158.575,0.349587819,0.31926643,comedy
DJ Rashad,Flame It Up,186.69669,-6.36,106.446,0.217,186.697,0.402800199,0.366847208,ghetto tech
Yuppie Pricks,Prosperity In The U.S.A.,168.6722,-4.433,160.039,0.073,158.917,0.481627065,0.357329042,rock
Bloomfield,Boulevard St. Germain,353.69751,-6.718,179.976,0.258,335.267,0.509380155,0.355667956,deep house
Hacken Lee,Hun Qian De Nu Ren,481.54077,-12.838,132.174,0,475.481,0.487693972,0.341976804,cantonese pop
Tones On Tail,Burning Skies,387.16036,-11.705,95.425,0.421,356.2,0.588667487,0.385515114,dark wave
ARRESTED DEVELOPMENT,Greener,338.96444,-7.607,97.955,0.125,336.759,0.701118744,0.415441656,hip hop
The Ataris,Secret Handshakes,222.9024,-4.317,174.468,0.473,222.902,0.82785377,0.517328584,pop punk
The Jordanaires,Your Love Takes Good Care Of Me,123.74159,-16.176,114.346,0,120.053,0.382308283,0.283562596,country gospel
Dictafone,Shrinking,254.17098,-6.632,129.983,7.947,241.708,0.516489517,0.132946011,chanson francaise
U2,40,406.85669,-8.539,146.826,0,385.416,0.843526543,0.750311503,dance rock
Ayo,Only You,288.49587,-11.471,57.639,2.061,288.496,0.522590185,0.390641236,neo soul
John Sebastian,One Step Forward_ Two Steps Back,276.45342,-12.983,101.971,0,270.449,0.518743959,0.341288723,folk rock
X-ecutioners featuring M.O.P.,Let It Bang,210.07628,-4.33,185.498,0.09,207.285,0.619260605,0.416935872,turnablism
Hevia,BaA+-os De Budapest (Extended Remix),331.88526,-4.769,124.006,0.092,325.904,0.619530991,0.354369616,folk rock
Maximilian Hecker,Sleepy Lad,174.23628,-14.689,77.006,6.809,163.817,0.621121051,0.43568407,chamber pop
Frost,My Plastic Heart (Plastic Operator Remix),336.24771,-12.624,126.946,2.107,314.427,0.622079647,0.468032528,gangster rap
Slackbaba,Sea of Green,465.6322,-7.016,88.644,0.554,454.072,0.509952451,0.363132404,chill-out
Sunscreem,Exodus,232.4371,-8.955,130.201,0,232.437,0.546727554,0.386180416,progressive house
FU-Schnickens,True Fuschnick,237.92281,-9.093,101.871,0.206,230.475,0.512687131,0.370628892,comedy rap
Agnostic Front,Sickness,92.18567,-3.565,151.184,0,92.186,0.701441759,0.504307726,hardcore punk
The Mars Volta,Inertiatic Esp,266.47465,-3.952,112.486,2.322,260.412,0.867258942,0.547764111,experimental rock
Kitty Kallen,Mother_ Mother_ Mother_ Pin A Rose On Me,161.38404,-14.281,121.56,1.209,155.783,0.458954416,0.322125889,cool jazz
Hoods,Heartless,175.3073,-4.507,60.308,0,158.174,0.797024817,0.416610107,hardcore punk
Leon Lai,Yi Ba Xiang Shui Yin,210.9122,-4.824,86.005,0.078,205.526,0.501144996,0.230130794,chinese music
The Winans,Breaking Of Day (Album Version),288.26077,-10.961,106.515,0.154,265.184,0.482148325,0.344198188,ccm
Streetwize,U Don't Have To Call,302.13179,-7.819,101.311,0.247,291.561,0.419312641,0.319651459,smooth jazz
The Shirelles,Foolish Little Girl,132.33587,-11.49,116.764,0,126.851,0.66229871,0.379137556,doo-wop
Bingo Players,Get Up (Diplo Mix),171.49342,-5.788,128.013,0,168.101,0.400674505,0.236433805,tech house
Jack Johnson,Inaudible Melodies,207.09832,-15.218,147.602,3.193,203.627,0.832011769,0.694128503,rock
Catupecu Machu,A Veces Vuelvo,266.1873,-4.768,126.992,0.293,258.026,0.616594467,0.444086812,electro rock
Dee Clark,Leroy Bown,170.65751,-12.995,148.341,0.269,162.209,0.53365014,0.343508878,doo-wop
Kathy Mattea,Isle Of Inishmore - Part 1 (Air),124.83873,-14.479,79.091,0.16,114.672,0.603383145,0.422127199,bluegrass
City High,What Would You Do?,174.91546,-6.567,191.548,0.243,172.159,0.645316974,0.401090254,hip hop
ThA(c)ophil,Anti fashion victime,213.9424,-10.275,77.827,0.241,207.435,0.027457373,0,french pop
Line Renaud,Mambo Bacan,157.93587,-11.051,121.852,0,149.972,0.470212296,0.320086927,chanson
Hal Russell,For Free,397.16526,-18.986,126.71,0.636,385.997,0.304389192,0,free jazz
Mau Mau,Gamble Calypso,232.12363,-8.714,89.672,0.253,221.362,0.439907658,0.311559176,progressive house
Zagar feat. Underground Divas,Wings Of Love,277.21098,-5.967,115.029,0,274.39,0.577710176,0.399470991,future jazz
Bert Kaempfert,Sugar Bush,201.42975,-18.994,161.804,0.241,196.69,0.541033427,0.423808444,easy listening
Autumnblaze,Haughtiness And Puerile Dreams,277.75955,-5.903,159.886,0,269.084,0.493891153,0.355495957,doom metal
Molesta Ewenement,To My_ Niechciani,269.37424,-7.7,185.592,2.862,260.627,0.583705336,0.4895687,hip hop
Tommy James And The Shondells,Gettin' Together,136.12363,-11.298,142.963,0.34,125.463,0.620392056,0.390660523,brill building pop
Chico Cesar,Feriado,238.23628,-7.083,163.99,0.177,234.249,0.584225422,0.359873046,brazilian pop music
Pery Ribeiro,Piano E Viola,195.68281,-11.131,87.61,0.38,183.954,0.385417447,0.312131222,bossa nova
Pedro Luis e a Parede,Soul,229.45914,-6.032,159.134,0.253,226.923,0.479848522,0.361702379,samba
Fran Perea,Entonces,173.08689,-3.39,90.645,0.181,165.036,0.525332914,0.383394322,celtic
Martina McBride,Heart Trouble,198.42567,-7.958,175.954,1.127,187.35,0.614870934,0.628246419,country
Reach 454,6 Yrs (Album Version ),237.19138,-2.76,95.953,0,234.249,0.417164422,0.317288598,post-grunge
Roy Brown,Good Rocking Tonight,227.082,-15.525,157.087,0.473,214.727,0.463593719,0.367731935,jump blues
Unwritten Law,Save Me (Rolling Stone Original Version),199.67955,-12.256,80.472,2.514,196.342,0.638640406,0.460843483,post-grunge
Busdriver,Unemployed Black Astronaut,240.71791,-5.281,123.998,0.235,229.918,0.618002715,0.349476327,alternative hip hop
Jude Cole,Tell The Truth (Album Version),327.26159,-8.858,159.673,5.509,304.663,0.529961216,0.313211945,pop rock
La 5A Estacion,Contigo Si,131.3171,-8.278,100.266,0,124.894,0.46477944,0.333851528,pop rock
Primordial,Autumn's Ablaze (Live),484.10077,-13.383,186.12,0,484.101,0.751040126,0.4181931,folk metal
Christophe Beck,Main Title,91.21914,-26.631,131.487,0.444,78.541,0.478083521,0.378387398,electronica
Mike Vax,Trumpet Blues And Cantabile,154.06975,-10.418,107.411,0.421,147.627,0.314412069,0.217993638,hard bop
Capleton,Raggy Road,86.88281,-8.834,161.737,0,86.883,0.662250484,0.410053623,dancehall
Blind Willie Johnson,You'll Need Somebody On Your Bond,187.16689,-17.389,80.16,3.094,178.91,0.574300068,0.401144742,texas blues
Solomon,Concerto In A Minor_ Op 54: First Movement - Allegro Affettuoso - Andante Espressivo - Tempo I - Cadenza - Allegro Molto,834.24608,-22.875,199.792,0,834.246,0.629732489,0.341265841,hip pop
MarAa Elena Walsh,La Calle Del Gato Que Pesca,156.83873,-14.627,104.272,0,153.461,0.341513855,0.25706292,lullaby
Martin Sexton,My Maria (LP Version),244.4273,-10.218,86.805,0,233.128,0.641197515,0.448653471,blue-eyed soul
Richard Souther,Cross Currents,273.05751,-14.299,88.796,0,258.635,0.419943148,0.330806357,chill-out
The Chieftains,No. 6 The Coombe,231.1571,-13.855,105.539,4.534,226.656,0.662670207,0.378969801,irish folk
Stephan Micus,Virgen De La Nieve - 14-String Guitar Solo,336.09098,-26.688,85.816,0,296.89,0.561370907,0.365533756,free improvisation
Darden Smith,Frankie & Sue,207.41179,-10.052,153.974,0.154,196.354,0.485855596,0.362960597,blues-rock
Kinky,Don't Speak,306.05016,-10.003,124.995,2.508,296.931,0.739684335,0.553596233,alternative dance
The Last Days Of Jesus,Death Song,292.57098,-8.232,145.185,0.09,271.935,0.523703597,0.354307353,deathrock
Radiohead,You (Demo),204.06812,-13.708,111.629,2.496,194.206,0.899934952,0.604666876,british pop
Dub Pistols feat. TK & Ashley Slater,Everyday Stranger,328.48934,-6.841,111.997,3.181,292.931,0.687619666,0.417068913,big beat
Paris_ Texas,Hip Replacement,225.67138,-6.737,100.532,0.13,218.662,0.513932264,0.290906325,big beat
Gene Pitney,Every Breath I Take,166.3473,-6.832,93.301,0.328,154.564,0.556410013,0.396596275,brill building pop
FFH,Here I Am,263.83628,-6.315,138.504,4.772,250.915,0.601245988,0.461026521,ccm
John Mellencamp,Down And Out In Paradise,216.86812,-8.698,134.929,0.066,205.659,0.740250721,0.516771088,heartland rock
Hadag Nahash,Chalifot (Suits) (Live) (ft. Lioara Itzchak),338.9122,-5.296,167.831,0,338.912,0.480708318,0.396070905,hip hop
Los AutA(c)nticos Decadentes,El Chorro,153.57342,-5.79,140.823,0.381,149.92,0.610330728,0.407821565,cumbia
Bob Willis,Sugar Blues,172.09424,-13.559,121.923,0.083,163.039,0.498834975,0.379960767,western swing
Dynamite Deluxe,Zornig!,148.29669,-8.315,87.844,0.369,141.798,0.633402342,0.414834941,hip hop
Richie Ray & Bobby Cruz,Bomba Camara,370.75546,-8.036,219.131,0.146,365.035,0.508124534,0.360425107,salsa
New Direction,Who Do You Roll With?  (LP Version),265.24689,-6.611,56.703,0.2,265.247,0.627071701,0.35376849,gospel
Soulwax,Kill Your Darlings,201.24689,-8.146,111.223,0.821,191.048,0.803087355,0.501825944,dance rock
Phantom Planet,Here I Am,120.65914,-9.628,105.902,2.351,109.47,0.764003369,0.542395094,power pop
The Doors,The Trial_ Were You Scared? [The Lost Interview Tapes - Volume Two] (LP Version),298.39628,-27.685,66.155,0,294.203,0.876829878,0.584116573,classic rock
Hysterie,Be my Lover,379.402,-7.224,131.986,0,374.474,0.383294226,0.328280409,tech house
Eiffel 65,Blue [Da Ba Dee] [Gabry Ponte vs. HiFi Blueprint Remix],390.00771,-5.286,130.039,0,387.024,0.722559297,0.466509803,europop
Tony Joe White,The Coloness Of The Chain,329.35138,-17.816,139.905,2.844,304.21,0.624723768,0.403509673,country rock
Set Your Goals,This Very Moment,153.23383,-6.754,131.639,0.072,136.353,0.823910087,0.549749652,pop punk
Marisela,La Otra,221.20444,-9.467,134.192,0.259,210.495,0.570609658,0.389877126,cumbia
Jaco & Mixxmaster,Feeling,441.99138,-5.639,136.981,0,434.289,0.350755308,0.19742668,trance
Jimmy McCracklin,Gotta Cut Out,147.64363,-8.441,101.241,0.328,142.501,0.42429413,0.327239606,piano blues
Marilyn Horne,"Rinaldo : Act 1 ""Cor ingrato_ ti rammembri"" [Rinaldo]",282.14812,-23.593,47.97,3.524,268.87,0.445858671,0.312044456,opera
Jane's Addiction,True Nature,229.61587,-3.782,92.099,0.316,218.825,0.711893841,0.535163042,alternative metal
Every Time I Die,Your Touch Versus Death,215.43138,-9.171,187.401,10.733,201.195,0.842423318,0.564855751,alternative metal
Vodka Collins,Foreign Prince Of Tokyo,249.96526,-6.872,120.253,0.775,245.191,0.41178907,0.406409656,glam rock
King Tee,King Tee Production,153.57342,-14.122,108.301,0.374,150.262,0.495738583,0.372391991,hip hop
BerrogA1/4etto,Lusco,115.17342,-17.876,105.101,0,109.453,0.554851898,0.386861225,gaita
Mark Lowry,Blessed Assurance (I Love To Tell The Story Album Version),261.82485,-6.124,106.549,0.248,252.825,0.493926145,0.319626776,ccm
Jackie Wilson,It's So Fine,128.93995,-9.936,136.749,0,128.94,0.693327979,0.419408141,chicago soul
Solistiyhtye Suomi,Rumpu lyAP,148.71465,-14.254,192.297,4.569,144.184,0.13818761,0.31781096,german pop
Chico Hamilton Quintet,Skinned Strings,316.73424,-27.336,165.476,0,290.395,0.41008204,0.278865041,soul jazz
Edmundo Ros,The Bull Frog,152.05832,-15.79,232.436,0.977,147.139,0.448026305,0.323634923,samba
Save As,House Music,337.81506,-6.466,125.032,0,330.072,0.309123977,0,soul music
Klimperei,Danser seule 2,12.85179,-4.358,157.376,0,12.852,0.3949625,0.310087326,freestyle
William Orbit,Deus Ex Machina,339.80036,-35.277,152.084,0.102,328.829,0.674970293,0.424953084,progressive house
The Killers,A White Demon Love Song (Soundtrack Album Version),213.96853,-9.041,86.958,0.438,194.101,0.918451789,0.828906302,rock
Mad Are Sane_ The,Animal Crimes,228.8322,-8.999,196.196,0.27,225.686,0.389837556,0.338400248,punk
Olivier Messiaen,La NativitA(c) Du Seigneur (1935) - 9 MA(c)ditations : I La Vierge Et L'enfant,315.08853,-26.309,85.599,3.57,291.3,0.590804514,0.419100413,religious music
Workhorse,Flight of the Elephant,370.85995,-8.816,60.15,0,370.86,0.47902341,0.317303966,dirty south rap
Crowbar,No Quarter,270.73261,-8.6,189.288,0.339,261.416,0.693883853,0.491099453,sludge metal
The Pharcyde,Storm,217.88689,-4.163,97.594,0,217.887,0.756063871,0.491468882,rap
Wayne Watson,Freedom (LP Version),304.19546,-10.366,114.528,0.17,283.852,0.545159296,0.351555861,ccm
Bad Azz,How We Get Down,270.39302,-5.204,102.922,0.151,270.393,0.552053803,0.341376268,gangster rap
"MichA""le Bernard",Canal de jonage,230.24281,-12.166,234.361,0,213.148,0.448892805,0.398442224,chanson
Lara Fabian,"RamA""ne Moi",273.13587,-7.387,109.965,0.206,258.485,0.631702562,0.458210742,ballad
Abrar - Ul - Haq,Hello Hello,301.16526,-11.362,89.077,0.891,289.971,0.442200548,0.413665501,bhangra
Vivian,Another Last Shot (Album Version),283.79383,-5.08,145.021,0,273.874,0.520726488,0.359260264,happy hardcore
Seal,Prayer For The Dying (Live In Paris),304.14322,-6.373,133.193,0,304.143,0.567313224,0.580013183,dance pop
Scott Glasgow,Hunted,154.5922,-26.765,16.258,2.392,145.461,0.447808057,0.29191313,contemporary classical music
Faron Young,I'll Be Yours,168.72444,-13.601,74.894,0,160.583,0.590473194,0.418989675,honky tonk
Djelimady Tounkara,SarankA(c)gni,487.33995,-9.777,145.93,0.392,476.746,0.315307851,0.229738498,latin jazz
Kurt Tepperwein,Subliminal ohne Naturgeraeusche,1203.53914,-22.016,113.487,0.247,1174.587,0.311752508,0.252080527,meditation
Juan Diego FlA3rez / Orquesta SinfA3nica de Madrid / JesAos LA3pez-Cobos,"Eurydice! ombre chA""re!",87.32689,-21.523,36.624,0.322,87.327,0.429603017,0.370441155,opera
Mary Black & General Humbert,Isle of St. Helena,303.75138,-10.273,99.237,0.177,299.445,0.597113361,0.376556981,country rock
Moros Eros,Safety Net (Album Version),224.41751,-5.879,90.291,0,211.557,0.605538219,0.307540085,experimental pop
Pierre Perret,Marcel,277.21098,-10.416,111.682,0.16,272.631,0.510301323,0.352976472,chanson
Speech,A Talk With Dad,160.93995,-22.033,73.11,0.16,160.94,0.596275994,0.341959997,hip hop
Jean Corti,C'Etait Bien,183.19628,-11.765,163.567,0.334,175.229,0.453912533,0,chanson
Maria Callas/Eugenio Fernandi/Elisabeth Schwarzkopf/Giuseppe Nessi/Nicola Zaccaria/Mario Borriello/Renato Ercolani/Piero de Palma/Giulio Mauri/Elisabetta Fusco/Pinuccia Perotti/Coro del Teatro alla Scala_ Milano/Orchestra del Teatro alla Scala_ Milano/Tul,Turandot (2008 Digital Remaster)_ Act III - Scene I: Nessum dorma!,172.90404,-13.963,109.721,0.23,172.904,0.612858654,0.360344686,opera
Harry Gregson-Williams,Whip Fight,95.9473,-14.798,145.971,0.179,95.947,0.622874939,0.461245798,video game music
Tam Tam Go!,Atrapados En La Red,405.41995,-4.811,130.402,0.16,398.292,0.515044056,0.316692162,pop rock
David Zinman,Des Helden Widersacher,227.082,-25.613,131.917,0.549,227.082,0.407997239,0.33310883,easy listening
Zeromancer,V,280.08444,-6.707,120.072,0,271.621,0.644519692,0.405618982,industrial rock
Salt-N-Pepa,Push It,207.62077,-5.668,127.597,0.287,207.621,0.692344531,0.51928812,pop rap
Atomic Rooster,Little Bit of Inner Air,159.60771,-9.079,124.714,0.34,159.608,0.520757635,0.404566538,hard rock
Alfredo Kraus,"Los De AragA3n: ""Los De AragA3n",322.29832,-15.734,110.034,4.389,316.134,0.477387134,0.363610865,opera
Captain Beefheart & The Magic Band,On Tomorrow,206.57587,-15.794,186.23,0,206.576,0.568171929,0.387496801,blues-rock
Mike And The Mechanics,Seeing Is Believing,193.56689,-5.24,132.167,0.443,187.623,0.661766092,0.257381628,pop rock
Maroon 5,Through With You,181.52444,-5.622,145.999,0.304,176.135,0.905477001,0.843380274,pop
The Tarriers,Red Apple Juice (LP Version),118.5171,-14.523,148.294,0.323,112.071,0.326699728,0.132384138,folk-pop
The Four Pennies,Sweeter Than You,156.57751,-9.242,101.295,3.291,139.72,0.418517721,0.355378552,brill building pop
The Flesh,Sweet Defeat,227.00363,-3.861,86.09,0,221.785,0.476657191,0.360168091,post-grunge
Michael Whalen,A World In Fast Forward,436.53179,-20.523,112.706,2.397,421.825,0.45660506,0.360744984,meditation
Amorphis,The Lost Name of God,332.06812,-7.107,122.483,0.374,327.378,0.709010525,0.553566172,progressive metal
Thomas Dolby,Marseille (Live On Tour_ 1984),281.05098,-12.032,114.595,3.175,269.206,0.641354081,0.384230563,pop rock
BA1/4lent Ceylan,BA1/4lent & Mompfreed: Mompfreedonium,54.15138,-18.446,78.437,0,54.151,0.305177829,0.433721034,cabaret
Rockit,Some Kind of Record,217.10322,-6.898,103.015,0,217.103,0.424757705,0,tech house
Kris Gruen,Prayer Walk,185.28608,-10.777,105.217,0.171,180.013,0.441736297,0.306090645,lullaby
Bonita,Dead End Sign,217.88689,-7.29,104.035,2.467,209.589,0.477963014,0.427015343,reggaeton
Moraes Moreira,Felicidade,194.87302,-11.906,128.544,0.369,194.873,0.461741493,0.334252474,latin jazz
Orbital,Forever,478.45832,-13.27,87.982,0.909,470.407,0.693009204,0.498668875,techno
20/20,I Never Did No Hitler,221.72689,-8.168,119.446,0.316,219.133,0.50039601,0.314882184,power pop
4 Skins,New War,250.48771,-8.214,82.98,0.224,234.051,0.528653456,0,oi
Bryan White,God Gave Me You (Single/LP Version),245.81179,-7.92,151.528,0,237.401,0.598726841,0.426892681,country
Betika_ Daouda,C'est pas ma faute,286.77179,-10.224,179.999,0.212,283.905,0.46143965,0.279743591,zouk
John Holt,Only Just Begun,209.29261,-8.839,171.597,0,200.139,0.629463245,0.424791236,lovers rock
Billy Pilgrim,Caroline (LP Version),220.26404,-7.152,137.296,0,211.006,0.430172046,0.354619059,folk-pop
Mungo Jerry,It's A Secret,193.90649,-9.984,88.58,0.421,181.255,0.623696863,0.400211298,pop rock
DeGarmo & Key,Jericho  (Straight On Album Version),275.74812,-9.799,132.786,0.355,253.37,0.421132725,0.318834232,ccm
Robben Ford,Talk To Your Daughter (Album Version),250.53995,-12.685,137.23,0,241.952,0.604820432,0.383877494,blues-rock
Curtis Mayfield,You Better Stop,411.92444,-9.633,237.466,0.402,402.93,0.786921231,0.495306693,chicago soul
Oscar Peterson Trio,I Got Rhythm,185.70404,-13.207,138.256,0.329,177.429,0.531124493,0.382528158,chill-out
Dax Riggs,Didn't Know Yet What I'd Know When I Was Bleedin',157.36118,-6.34,75.452,0.328,147.958,0.627917468,0.473918437,blues-rock
Porno For Pyros,100 Ways ( LP Version ),222.77179,-7.858,194.691,0,211.197,0.624967106,0.409712678,dance rock
The Ronettes,Born To Be Together,177.81506,-9.54,114.047,0.305,168.826,0.567278592,0.533885537,brill building pop
My Little Airport,Leo_ Are You Still Jumping Out Of Windows In Expensive Clothes?,125.70077,-9.361,92.975,0,119.513,0.602359561,0.417172932,twee pop
JosA(c)lito,Soleil rouge,205.45261,-12.538,116.618,0,193.562,0.482805248,0.293827445,chanson
Rick Astley,Hopelessly,215.09179,-10.612,150.112,0.155,208.927,0.754917646,0.507464243,dance pop
The James Taylor Quartet,Creation,315.14077,-14.334,106.552,0,305.993,0.583178831,0.434253341,jazz funk
Joe Bataan,Ernestine,311.19628,-11.574,87.467,0.113,304.774,0.563997692,0.349923661,salsa
Joe Grushecky,Firewater,294.19057,-5.747,136.326,0.56,287.393,0.503002306,0,heartland rock
Jose Luis Perales,No Soy Uno MA!s,191.21587,-6.025,136.478,0,177.488,0.571402429,0.384425906,latin pop
Angelo Badalamenti / Keira Knightley,Overture/Blue Tahitian Moon,63.29424,-10.462,123.797,3.384,63.294,0.698770478,0.399451724,chill-out
Carlos Vives,Cancion De Amor Eterno,112.90077,-17.548,132.358,0.16,104.867,0.620963981,0.413254694,vallenato
Jeff And Sheri Easter,Loving By Heart,183.19628,-4.881,119.983,2.096,170.388,0.535292736,0.385470551,southern gospel
Bill & Gloria Gaither,I'll Meet You By The River (Southern Convention Songs Version),194.82077,-12.098,42.797,0,186.567,0.426882762,0.333303418,country gospel
Markus,Du machst mich irgendwann verrA1/4ckt,176.97914,-4.771,130.023,0.113,168.35,0.537533308,0.343884049,neue deutsche welle
Jack Johnson,Adrift,236.19873,-15.967,241.818,0,215.342,0.832011771,0.643072293,rock
Usher Featuring The Nu Beginning,Only Human,338.75546,-11.215,118.099,5.875,333.195,0.856448924,0.854637828,hip hop
Skeeter Davis,My Last Date (With You),146.28526,-12.439,102.117,0,134.896,0.60383917,0.395791274,country rock
Blue Rodeo,Fools Like You,280.65914,-6.033,126.1,0.334,269.526,0.636423645,0.447935481,country rock
Charlie Louvin,See The Big Man Cry,138.55302,-13.816,130.231,0,135.326,0.400296035,0.391342452,country gospel
Bob Marley & The Wailers,Three Little Birds,320.15628,-8.959,148.684,1.071,308.117,0.780264381,0.570106512,reggae
Juan Farcik,Sunday Cream,295.02649,-8.16,124.969,0,290.58,0.385430251,0.264368,tech house
Maria Callas/Gianni Raimondi/Gabriella Carturan/Plinio Clabassi/Nicola Rossi-Lemeni/Coro del Teatro alla Scala_ Milano/Noberto Mola/Orchestra del Teatro alla Scala_ Milano/Gianandrea Gavazzeni,Anna Bolena (1997 Digital Remaster): Alcun potria ascoltarti,102.68689,-14.447,111.643,0,99.573,0.612858654,0.360344686,opera
Hoodfellas,If you Seek Amy,227.082,-4.872,130.011,0,224.253,0.586000058,0.409550595,gabba
